Vehículo;Etiqueta;Matrícula;Tipo Vehículo;Tipo Servicio;Nivel Emisión ;Marca;Accesible;Operador;Modelo;Zona;Concesión;Calificación ;(Columna M agregada con propósitos meramente pedagógicos)
45650;K10650;GUX939;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2020;Américas;AMERICAS T2 2018;9,10;
45651;K10651;GUX940;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2020;Américas;AMERICAS T2 2018;8,71;
45652;K10652;GUX941;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2020;Américas;AMERICAS T2 2018;9,05;
45653;K10653;GUX942;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2020;Américas;AMERICAS T2 2018;8,56;
45654;K10654;GUX943;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2020;Américas;AMERICAS T2 2018;9,00;
45655;K10655;GUX944;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2020;Américas;AMERICAS T2 2018;9,14;
45656;K10656;GUX945;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2020;Américas;AMERICAS T2 2018;8,51;
45657;K10657;GUX946;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2020;Américas;AMERICAS T2 2018;9,12;
45658;K10658;GUX947;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2020;Américas;AMERICAS T2 2018;8,72;
45659;K10659;GUX948;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2020;Américas;AMERICAS T2 2018;7,74;
45660;K10660;GUX949;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2021;Américas;AMERICAS T2 2018;9,16;
45661;K10661;JTR734;BIARTICULADO GAS;TRONCAL;Euro VI - GNC;SCANIA;PLATAFORMA ALTA;CAPITALBUS ;2021;Américas;AMERICAS T2 2018;8,34;
100005;Z10-0005;VEQ472;BUS (19);URBANO;EURO IV;CHEVROLET;PLATAFORMA ALTA;CONSORCIO EXPRESS USAQUEN;2008;Usaquén;USAQUEN ZN;3,57;
100010;Z10-0010;VFB900;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,41;
100015;Z10-0015;VEY419;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,68;
100016;Z10-0016;VEX524;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,07;
100018;Z10-0018;VER598;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2008;Usaquén;USAQUEN ZN;3,12;
100029;Z10-0029;SMX954;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2011;Usaquén;USAQUEN ZN;4,43;
100033;Z10-0033;VEP176;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2008;Usaquén;USAQUEN ZN;3,13;
100035;Z10-0035;VEP157;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2008;Usaquén;USAQUEN ZN;4,26;
100041;Z10-0041;VFD269;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,86;
100042;Z10-0042;VFB321;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,19;
100043;Z10-0043;VFB905;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,70;
100046;Z10-0046;VEZ046;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,31;
100049;Z10-0049;VEY394;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,21;
100050;Z10-0050;VFE880;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,20;
100051;Z10-0051;VEZ048;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,17;
100053;Z10-0053;VEZ047;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,04;
100061;Z10-0061;VEO052;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2008;Usaquén;USAQUEN ZN;4,14;
100065;Z10-0065;VFC966;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,15;
100068;Z10-0068;VEX171;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,23;
100074;Z10-0074;VEV908;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,62;
100075;Z10-0075;VEW272;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,61;
100078;Z10-0078;SMX666;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,12;
100083;Z10-0083;VEP177;BUS (19);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2008;Usaquén;USAQUEN ZN;3,31;
102001;Z10-2001;VEZ109;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,72;
102006;Z10-2006;VEX536;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,80;
102008;Z10-2008;VEP161;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2008;Usaquén;USAQUEN ZN;4,05;
102009;Z10-2009;VEP160;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2008;Usaquén;USAQUEN ZN;3,83;
102010;Z10-2010;VEP137;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2008;Usaquén;USAQUEN ZN;4,32;
102018;Z10-2018;TUP802;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;6,08;
102019;Z10-2019;TUP804;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;6,08;
102020;Z10-2020;TUP801;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;5,89;
102021;Z10-2021;TUP807;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;5,01;
102022;Z10-2022;TUP805;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;6,21;
102023;Z10-2023;TUP806;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;6,44;
102024;Z10-2024;TUP808;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;5,93;
102025;Z10-2025;TUP809;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;5,92;
102026;Z10-2026;TUP810;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;5,71;
102027;Z10-2027;TUP811;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;6,05;
102028;Z10-2028;TUP812;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;5,19;
102030;Z10-2030;TUP814;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;5,90;
102031;Z10-2031;TUP816;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;6,32;
102032;Z10-2032;TUP817;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;5,32;
102033;Z10-2033;TUP818;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;6,10;
102034;Z10-2034;TUP813;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2013;Usaquén;USAQUEN ZN;5,57;
102035;Z10-2035;VFA571;BUS (40);URBANO;EURO IV;VOLKSWAGEN;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,80;
102036;Z10-2036;VFC830;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,95;
102037;Z10-2037;VFD752;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,29;
102038;Z10-2038;VFA638;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,59;
102039;Z10-2039;VEZ004;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,25;
102040;Z10-2040;VFA627;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,09;
102043;Z10-2043;VEX262;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,38;
102044;Z10-2044;VFB616;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,38;
102045;Z10-2045;VEM210;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2007;Usaquén;USAQUEN ZN;4,05;
102046;Z10-2046;VEX395;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,80;
102048;Z10-2048;VET725;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,14;
102049;Z10-2049;VFC613;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,82;
102050;Z10-2050;VFB011;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,27;
102051;Z10-2051;VFA630;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,50;
102052;Z10-2052;VER472;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,03;
102053;Z10-2053;VEZ156;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,01;
102054;Z10-2054;VFA673;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,04;
102055;Z10-2055;VEY247;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,18;
102056;Z10-2056;VFB596;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,57;
102057;Z10-2057;VEW366;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,60;
102058;Z10-2058;VEV771;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,07;
102059;Z10-2059;VER679;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,47;
102060;Z10-2060;VEV767;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,59;
102061;Z10-2061;VEX274;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,05;
102062;Z10-2062;VEX693;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,59;
102063;Z10-2063;VEY830;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,04;
102064;Z10-2064;VEX534;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,69;
102065;Z10-2065;VEX364;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,65;
102066;Z10-2066;VFB233;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,52;
102068;Z10-2068;VFC019;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;3,96;
102069;Z10-2069;VFB010;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;3,95;
102070;Z10-2070;VES266;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,61;
102071;Z10-2071;VEQ655;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2007;Usaquén;USAQUEN ZN;2,84;
102072;Z10-2072;VFE160;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,89;
102073;Z10-2073;VEY928;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,59;
102074;Z10-2074;VFB096;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,90;
102075;Z10-2075;VEP130;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2008;Usaquén;USAQUEN ZN;4,46;
102076;Z10-2076;VEW292;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,52;
102077;Z10-2077;VFB317;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,06;
102078;Z10-2078;VFB479;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,51;
102079;Z10-2079;VFC339;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;3,95;
102080;Z10-2080;VEU012;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,40;
102083;Z10-2083;VFB912;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,45;
102084;Z10-2084;VFA821;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,56;
102085;Z10-2085;VEY422;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,87;
102086;Z10-2086;VFB492;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,31;
102087;Z10-2087;VEZ044;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,25;
102088;Z10-2088;VEZ008;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,57;
102089;Z10-2089;VFB020;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,64;
102090;Z10-2090;VEY804;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,22;
102093;Z10-2093;VEV079;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,18;
102094;Z10-2094;VFB496;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;3,87;
102095;Z10-2095;VEX675;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,72;
102097;Z10-2097;VEX505;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,66;
102098;Z10-2098;VEY229;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,54;
102099;Z10-2099;VEZ003;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;5,02;
102100;Z10-2100;VEX379;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,39;
102101;Z10-2101;VEY262;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,84;
102102;Z10-2102;VEZ110;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;3,86;
102103;Z10-2103;VFB031;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,79;
102104;Z10-2104;VFC039;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,02;
102105;Z10-2105;VFC731;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,75;
102106;Z10-2106;VFD923;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,96;
102107;Z10-2107;VER870;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,71;
102109;Z10-2109;VET787;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,52;
102111;Z10-2111;VEV795;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,35;
102112;Z10-2112;VEX377;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,89;
102113;Z10-2113;VFA317;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,06;
102114;Z10-2114;VFB493;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,70;
102115;Z10-2115;VEX602;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;3,95;
102117;Z10-2117;VFB495;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;3,95;
102118;Z10-2118;VFA221;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,33;
102119;Z10-2119;VFC040;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,28;
102120;Z10-2120;VFB053;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,26;
102121;Z10-2121;VEU504;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2009;Usaquén;USAQUEN ZN;4,33;
102123;Z10-2123;VEY261;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;3,96;
102124;Z10-2124;VFA851;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2010;Usaquén;USAQUEN ZN;4,56;
102126;Z10-2126;WEW616;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;6,07;
102127;Z10-2127;WEW612;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;5,60;
102128;Z10-2128;WEW609;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;5,97;
102129;Z10-2129;WEW611;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;5,78;
102130;Z10-2130;WEW619;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;6,80;
102131;Z10-2131;WEW617;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;5,94;
102132;Z10-2132;WEW624;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;6,56;
102133;Z10-2133;WEW620;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;6,13;
102134;Z10-2134;WEW618;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;6,24;
102135;Z10-2135;WEW610;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;5,65;
102136;Z10-2136;WEW626;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2015;Usaquén;USAQUEN ZN;6,93;
102137;Z10-2137;WEW621;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;6,76;
102138;Z10-2138;WEW629;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2015;Usaquén;USAQUEN ZN;6,48;
102139;Z10-2139;WEW615;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;5,74;
102140;Z10-2140;WEW623;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;5,39;
102141;Z10-2141;WEW633;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2015;Usaquén;USAQUEN ZN;7,05;
102142;Z10-2142;WEW625;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;5,57;
102143;Z10-2143;WEW614;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;6,87;
102144;Z10-2144;WEW627;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2015;Usaquén;USAQUEN ZN;7,02;
102145;Z10-2145;WEW622;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2014;Usaquén;USAQUEN ZN;6,81;
102146;Z10-2146;WEW628;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2015;Usaquén;USAQUEN ZN;7,15;
102147;Z10-2147;WEW631;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2015;Usaquén;USAQUEN ZN;6,27;
102148;Z10-2148;WEW634;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2015;Usaquén;USAQUEN ZN;6,56;
102149;Z10-2149;WEW630;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2015;Usaquén;USAQUEN ZN;6,36;
102150;Z10-2150;WEW632;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS USAQUEN;2015;Usaquén;USAQUEN ZN;5,87;
