Vehículo;Etiqueta;Matrícula;Tipo Vehículo;Tipo Servicio;Nivel Emisión ;Marca;Accesible;Operador;Modelo;Zona;Concesión;Calificación ;(Columna M agregada con propósitos meramente pedagógicos)
152031;Z15-2031;WGG395;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,61;
152032;Z15-2032;WGG396;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,63;
152035;Z15-2035;WGG399;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,75;
152036;Z15-2036;WGG400;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,93;
152037;Z15-2037;WGG382;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;5,83;
152038;Z15-2038;WGH349;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,23;
152040;Z15-2040;VEY843;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;5,26;
152042;Z15-2042;WGG391;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;7,27;
152043;Z15-2043;WGG397;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;7,07;
152044;Z15-2044;WGG338;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;5,93;
152049;Z15-2049;WEW661;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;7,16;
152050;Z15-2050;VEZ042;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,97;
152051;Z15-2051;WGG398;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;5,91;
152052;Z15-2052;WGG384;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;7,22;
152053;Z15-2053;VEW840;BUS (40);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,44;
154000;Z15-4000;VEU002;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,50;
154003;Z15-4003;VFB673;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,00;
154005;Z15-4005;VEX660;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;5,30;
154006;Z15-4006;VEZ014;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,42;
154007;Z15-4007;VFA773;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,60;
154008;Z15-4008;VER875;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;3,98;
154010;Z15-4010;VER418;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;3,55;
154011;Z15-4011;VEW358;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,52;
154014;Z15-4014;VES050;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,89;
154015;Z15-4015;VEZ231;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,20;
154019;Z15-4019;VEN512;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2008;San Cristóbal;SAN CRISTOBAL ZN;4,55;
154035;Z15-4035;VFC612;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,01;
154055;Z15-4055;VEW137;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;3,83;
154057;Z15-4057;SMY982;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2011;San Cristóbal;SAN CRISTOBAL ZN;4,77;
154058;Z15-4058;SMY996;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2011;San Cristóbal;SAN CRISTOBAL ZN;5,39;
154061;Z15-4061;SMX893;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;5,02;
154068;Z15-4068;VFB622;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;3,95;
154077;Z15-4077;VEO644;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2008;San Cristóbal;SAN CRISTOBAL ZN;3,41;
154085;Z15-4085;VFC519;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;5,16;
154087;Z15-4087;VEW836;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,37;
154088;Z15-4088;VES262;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,04;
154089;Z15-4089;VEY248;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,21;
154092;Z15-4092;SMS911;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2011;San Cristóbal;SAN CRISTOBAL ZN;5,39;
154093;Z15-4093;SMY400;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2011;San Cristóbal;SAN CRISTOBAL ZN;5,12;
154094;Z15-4094;SMY401;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2011;San Cristóbal;SAN CRISTOBAL ZN;4,71;
154096;Z15-4096;SMY442;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2011;San Cristóbal;SAN CRISTOBAL ZN;4,52;
154097;Z15-4097;VES038;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,29;
154098;Z15-4098;VFC402;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,37;
154100;Z15-4100;SMZ395;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2011;San Cristóbal;SAN CRISTOBAL ZN;4,28;
154101;Z15-4101;SMS244;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,45;
154103;Z15-4103;WGH249;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,39;
154106;Z15-4106;VFE874;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,97;
154109;Z15-4109;VEX150;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,31;
154111;Z15-4111;SMY862;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2011;San Cristóbal;SAN CRISTOBAL ZN;4,61;
154113;Z15-4113;VFE664;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;3,95;
154114;Z15-4114;VES007;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,93;
154117;Z15-4117;VFB489;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,78;
154118;Z15-4118;VFC311;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,38;
154120;Z15-4120;VES053;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,93;
154123;Z15-4123;VEX513;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;4,38;
154124;Z15-4124;VEN889;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2008;San Cristóbal;SAN CRISTOBAL ZN;4,45;
154125;Z15-4125;VEX659;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,16;
154126;Z15-4126;VFB450;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,05;
154127;Z15-4127;VFC018;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2010;San Cristóbal;SAN CRISTOBAL ZN;4,50;
154128;Z15-4128;VER800;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2008;San Cristóbal;SAN CRISTOBAL ZN;3,13;
154129;Z15-4129;VEU508;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2009;San Cristóbal;SAN CRISTOBAL ZN;3,63;
154130;Z15-4130;WGH251;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;7,08;
154131;Z15-4131;WGH252;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,42;
154132;Z15-4132;WDE412;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,32;
154133;Z15-4133;WDE413;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,36;
154134;Z15-4134;WDE414;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,17;
154135;Z15-4135;WDE415;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,57;
154136;Z15-4136;WDE416;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,88;
154139;Z15-4139;WDE419;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,97;
154141;Z15-4141;WDE421;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,57;
154142;Z15-4142;WDE422;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,22;
154144;Z15-4144;WDE404;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,16;
154145;Z15-4145;WDE405;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,61;
154146;Z15-4146;WDE406;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,23;
154147;Z15-4147;WDE407;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,53;
154148;Z15-4148;WDE408;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,72;
154149;Z15-4149;WDE409;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,96;
154150;Z15-4150;WDE410;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,70;
154151;Z15-4151;WDE411;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,86;
154152;Z15-4152;WDE400;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,46;
154153;Z15-4153;WDE401;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,27;
154154;Z15-4154;WDE391;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,36;
154155;Z15-4155;WDE392;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,75;
154156;Z15-4156;WDE393;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,68;
154157;Z15-4157;WDE394;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,71;
154158;Z15-4158;WDE395;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,12;
154159;Z15-4159;WDE396;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,65;
154160;Z15-4160;WDE397;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,77;
154161;Z15-4161;WDE398;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,78;
154162;Z15-4162;WDE399;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,55;
154163;Z15-4163;WDE402;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,76;
154164;Z15-4164;WDE374;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,79;
154165;Z15-4165;WDE403;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,62;
154167;Z15-4167;WDE376;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,31;
154168;Z15-4168;WDE377;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,44;
154170;Z15-4170;WDE379;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,52;
154171;Z15-4171;WDE380;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,49;
154173;Z15-4173;WDE382;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,43;
154174;Z15-4174;WDE383;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,46;
154175;Z15-4175;WDE384;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,66;
154177;Z15-4177;WDE386;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,59;
154179;Z15-4179;WDE388;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,39;
154180;Z15-4180;WDE389;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,39;
154181;Z15-4181;WDE390;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,42;
154182;Z15-4182;WDE364;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,58;
154183;Z15-4183;WDE365;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,11;
154184;Z15-4184;WDE366;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,73;
154185;Z15-4185;WDE367;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,43;
154186;Z15-4186;WDE368;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,84;
154187;Z15-4187;WDE369;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,86;
154188;Z15-4188;WDE370;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,96;
154189;Z15-4189;WDE371;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,81;
154190;Z15-4190;WDE372;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,89;
154191;Z15-4191;WDE373;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,45;
154193;Z15-4193;WEU946;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,21;
154194;Z15-4194;WEU931;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,50;
154195;Z15-4195;WEU930;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,98;
154196;Z15-4196;WEU934;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;5,50;
154197;Z15-4197;WEU944;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,62;
154198;Z15-4198;WEU943;BUS (50);URBANO;EURO V;MERCEDES BENZ;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2014;San Cristóbal;SAN CRISTOBAL ZN;6,54;
154201;Z15-4201;WGH253;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,83;
154203;Z15-4203;WGH255;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,66;
154204;Z15-4204;WGH256;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;5,90;
154205;Z15-4205;WGH257;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;7,12;
154206;Z15-4206;WGH258;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;7,14;
154207;Z15-4207;WGH259;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,97;
154208;Z15-4208;WGH260;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,17;
154209;Z15-4209;WGH261;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,49;
154210;Z15-4210;WGH262;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;7,26;
154211;Z15-4211;WGH263;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,07;
154212;Z15-4212;WGH264;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,38;
154214;Z15-4214;WGH266;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,52;
154215;Z15-4215;WGH267;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;7,16;
154216;Z15-4216;WGH268;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,25;
154217;Z15-4217;WGH269;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,48;
154218;Z15-4218;WGH270;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,42;
154219;Z15-4219;WGH271;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;5,96;
154220;Z15-4220;WGH272;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,67;
154221;Z15-4221;WGG569;BUS (50);URBANO;EURO IV;CHEVROLET;NO;CONSORCIO EXPRESS SAN CRISTOBAL;2015;San Cristóbal;SAN CRISTOBAL ZN;6,10;
